P3	6086070.47	498617.72
P1	6085399.82	497641.35
P1	6085487.80	497677.60
P1	6084962.68	497617.47
P1	6084985.76	498080.98
P3	6085099.99	498022.73
P3	6084993.25	498205.56
P3	6085241.01	498381.81
P1	6085857.17	498398.97
P2	6085863.87	498130.52
P1	6085878.17	498572.01
P1	6085621.62	498026.28
P1	6085965.59	498158.25
P1	6085990.45	498211.71
A1	6086118.08	498303.41
P1	6085976.42	498478.70
P1	6085952.77	498527.35
P2	6086009.13	498381.47
P1	6084930.61	498280.43
P1	6084654.35	498311.57
P1	6084651.21	498409.30
P1	6084591.25	498422.73
P4	6085527.51	497871.55
P1	6085495.30	497864.69
P1	6085738.01	497782.01
P1	6085748.89	497873.80
P1	6085819.47	497977.08
P1	6085903.02	497628.93
A1	6085858.74	498044.30
P1	6085303.29	498448.54
P1	6085412.97	498524.04
P1	6086064.62	496874.19
P1	6086025.54	496823.07
P1	6086137.47	497570.99
A4	6085015.75	497270.99
P1	6086025.09	496495.76
P1	6085941.08	496622.31
P1	6085010.88	497409.71
P4	6085308.55	497432.85
P1	6085203.55	497477.65
P1	6085051.38	497541.99
P1	6086149.47	496728.21
P1	6086182.44	496971.01
P2	6086166.83	497702.76
P1	6086140.39	498061.04
P1	6084640.97	497100.43
P1	6085870.48	497264.25
P1	6081365.29	497583.81
P1	6081433.49	497636.47
A1	6081298.19	497552.69
P1	6081341.00	497641.68
P1	6078400.82	495985.21
P1	6078484.64	495977.79
P2	6078425.00	496201.50
P4	6078350.23	496286.13
P3	6078314.39	496220.66
P1	6080295.05	497480.46
P1	6080966.38	497632.99
P1	6080967.15	497393.80
P1	6080852.81	497520.49
P1	6080867.77	497502.08
P1	6079961.16	496719.05
P2	6079939.65	496626.35
P2	6079916.74	496766.15
A3	6078613.42	496110.60
P1	6083657.80	500179.98
A2	6083721.67	500070.11
P1	6083724.96	500112.22
P1	6083533.79	500090.84
P1	6083836.08	500304.83
P1	6083788.13	500453.33
P1	6083944.57	500340.84
A2	6086283.69	503977.71
P5	6086204.42	503919.87
A1	6086248.09	503923.95
P1	6086210.95	503806.69
P1	6085638.37	503110.71
P1	6086401.85	504053.24
P1	6084337.08	499400.90
P1	6084095.07	500315.70
P1	6084149.13	500365.26
A1	6084161.34	500549.92
P1	6084129.95	500254.41
P1	6084237.48	500124.19
P1	6084194.13	500259.02
P1	6084192.62	500035.72
P1	6084151.87	499387.54
P1	6086368.68	503864.36
P1	6086411.29	503933.08
P1	6083903.00	500171.13
P1	6083842.57	500198.50
P1	6083660.69	500257.69
P1	6083614.27	500380.62
P1	6083739.75	500424.10
P1	6081588.54	496240.08
P1	6081106.36	496561.80
P4	6081384.06	496270.98
P4	6082805.96	495493.80
P4	6081311.17	496574.18
P1	6083757.56	496773.44
P1	6083646.56	496810.13
P1	6083556.21	496859.94
P1	6083486.30	496902.22
P1	6083649.89	496646.55
P1	6083611.50	496611.77
A1	6082147.76	495468.43
P1	6082037.83	495514.22
P1	6081887.77	495458.47
P1	6081611.68	495473.52
A1	6081388.29	495491.36
P1	6081285.68	495508.94
P1	6083492.81	496436.52
P1	6083657.01	496537.46
P1	6083576.61	496277.03
P3	6083586.49	496104.22
P4	6083676.57	496409.19
P1	6083694.72	496376.48
P1	6083804.23	496527.54
A1	6083863.23	496782.38
P1	6083944.76	496862.22
P1	6084006.68	497061.26
P1	6083927.62	496702.82
P1	6084139.19	497179.74
P1	6083970.66	496912.27
P1	6083925.79	496639.24
P1	6083980.40	497124.79
A3	6082334.62	496355.84
P4	6081925.21	495858.44
P1	6081185.76	496168.60
P1	6083853.70	497062.91
P1	6083794.72	496982.74
A3	6083666.21	496939.42
P4	6083938.82	496518.92
P1	6084038.37	496802.78
A4	6086848.13	492415.48
P3	6087764.88	492797.84
P1	6087443.87	492798.77
P1	6087511.38	492880.66
P3	6087815.03	492748.69
P1	6087437.55	492781.66
P3	6087685.70	492823.01
P1	6087371.74	492690.48
P1	6087276.25	492506.54
P3	6087528.87	492504.43
P3	6087496.08	492528.58
P3	6087135.83	492301.16
P1	6087036.95	492203.46
P1	6087005.04	492155.91
P1	6086944.89	492076.16
P1	6087312.00	492079.62
P1	6086894.66	492002.74
P2	6087342.28	492195.70
P1	6087309.52	492062.16
P3	6087073.26	492000.10
P1	6087186.11	491957.26
P3	6087582.78	492486.23
P1	6087216.75	492439.14
P3	6088313.61	493244.59
P1	6088256.65	493100.81
P1	6088180.79	492695.07
P3	6088027.51	492633.64
P3	6087964.27	492675.84
P3	6087898.12	492698.06
P3	6087817.40	492340.68
P1	6087746.81	492386.41
P1	6087698.49	492397.54
P1	6087752.02	492362.81
P1	6087817.03	492320.84
P3	6087646.95	491981.15
P2	6087472.48	491923.94
P1	6087366.73	491938.92
P1	6087138.30	491450.62
P3	6087019.60	491386.87
P3	6086888.76	491348.25
P1	6087646.29	489718.47
P1	6087766.49	493268.42
P1	6087987.09	493326.77
P1	6087842.77	493302.11
P2	6088111.21	493219.67
P1	6088561.77	493360.03
P1	6088543.01	493350.56
P2	6088403.18	493462.15
P1	6088869.85	492789.64
P1	6088877.49	492837.74
P3	6088855.97	492996.86
P1	6088872.50	493008.22
P3	6088845.07	493190.35
P1	6088855.65	493272.65
P3	6088840.66	493348.94
P3	6088777.96	493598.84
P1	6088717.16	493719.81
P4	6088479.10 	492559.45 
P1	6087207.88	491650.06
P2	6086770.73	491471.44
P3	6086837.82	491493.80
P1	6086936.97	491545.43
P1	6089780.26	492491.39
P1	6089783.63	492581.87
P1	6087072.53	491690.64
P3	6088338.90	493662.84
P1	6088087.20	493659.81
A4	6088478.68	493733.07
P1	6088132.03	493508.07
A4	6088573.26	493927.55
P1	6088190.78	493469.75
P1	6088220.04	493719.80
P3	6088237.75	493635.61
P1	6088274.84	493605.04
P1	6088327.84	493823.03
P1	6088396.79	493778.61
P1	6088485.20	493912.71
P1	6088606.82	493955.29
P1	6088162.37	493005.47
P1	6088108.59	493117.53
P1	6087940.51	493123.51
P1	6087876.75	493216.35
A4	6087936.46	493091.59
P1	6088511.49	492878.30
P3	6088571.55	492884.89
P3	6088644.40	492849.78
P3	6088535.38	492965.26
P3	6088707.12	493040.25
P1	6088441.33	493092.41
P1	6088581.61	493182.75
P1	6087185.76	491714.76
P1	6089797.34	492368.25
P1	6089730.05	492433.95
P1	6088428.10	493603.25
P2	6088513.34	493636.85
P1	6088544.41	493768.09
P1	6088532.57	493800.08
P3	6088654.86	493888.13
A4	6087443.31	492293.57
P1	6087656.98	492148.47
P1	6087828.21	494039.88
A1	6087936.96	494121.28
A1	6087989.67	494147.23
P1	 6087547.62	 487850.31
A2	6085618.63	492849.15
A2	6085662.38	492763.08
P1	6086223.77	493145.01
A1	6087105.18	493365.23
A1	6086868.55	493834.97
A2	6086019.46	488129.14
P1	6086046.70	490832.01
A4	6085830.43	491712.03
P1	6087461.02	494010.17
P2	6086218.10	493377.67
P1	6086418.46	493545.80
P1	6086353.45	493367.98
P2	6086909.02	493740.66
P1	6086820.37	493959.87
P1	6087138.72	494090.23
P1	6086274.64	492824.42
P1	6085666.70	493019.01
P1	6085797.14	493100.16
P1	6086067.72	493326.96
P4	6086125.47	493430.36
P1	6086559.81	494017.99
P1	6086623.31	494018.05
P3	6086700.58	494000.74
P1	6087439.81	494145.47
P4	6087400.81	494088.54
P1	6086383.09	493035.79
A2	6087323.71	494129.73
P1	6086553.36	489699.74
P1	6086772.56	489613.85
P1	6086827.95	489346.63
P2	6086890.27	489277.80
P1	6087113.09	488983.93
P1	6087192.34	488932.74
P1	6086129.90	492919.39
P1	6086216.94	493066.64
P1	6086035.04	493052.78
P1	6085971.73	493145.44
P1	6086507.09	493116.49
P1	6086483.60	493233.43
P1	6086564.68	493457.57
P1	6086592.20	493621.66
P1	6086500.46	493469.98
P1	6086603.61	493748.48
P1	6086524.46	493908.80
P1	6086775.02	493519.33
P3	6086747.84	493624.15
A4	6086033.70	491240.36
P1	6086518.00	495861.63
P1	6085387.44	495315.41 
P4	6085894.34	496228.85
P1	6085933.31	496217.36
P1	6085992.91	496152.78
P4	6085933.09	496141.60
P1	6086587.04	495727.51
P4	6087029.81	495632.96
P1	6087158.13	495717.64
P1	6087405.54	495745.46
P1	6087213.41	495661.15
P1	6087426.60	495732.02
P1	6086583.09	495762.35
P1	6085576.12 	495726.97 
P1	6085722.16	496318.47 
P1	6087274.42	495848.41
P4	6087007.83	495857.29
A4	6085392.80	494777.44
P4	6086097.92	495839.50
P3	6086212.25	495809.09
P1	6086547.51	494958.25
P1	6085171.21 	496031.24
P1	6085209.75 	496193.73
P4	6086079.04	495880.29
P4	6086052.74	495916.85
